u,v,dist,weight,tw_feasible,tw_slack
0,1,6.708203932499369,0.7150447172574466,True,635.2917960675006
0,3,28.653097563788805,0.2386744288295935,True,343.34690243621117
0,4,11.0,0.5769498103804866,True,717.0
0,6,21.93171219946131,0.3340095779321398,True,92.0
0,7,34.52535300326414,0.17794733377069683,True,592.4746469967358
0,8,21.840329667841555,0.33553920183443775,True,559.1596703321584
0,9,22.825424421026653,0.3194127194479318,True,535.1745755789734
0,11,15.0,0.4723665527410147,True,674.0
0,13,39.21734310225516,0.14073632776567102,True,231.7826568977448
0,15,33.24154027718932,0.18974446864932826,True,114.7584597228107
1,3,23.40939982143925,0.3102211058474146,True,26.0
1,4,10.0,0.6065306597126334,True,32.0
1,6,25.059928172283335,0.2856475963217787,True,92.0
1,7,31.0,0.21224797382674304,True,13.0
1,8,18.0,0.4065696597405991,True,75.0
1,9,27.202941017470888,0.25662303753697535,True,21.79705898252911
1,13,34.713109915419565,0.17628460859012546,True,82.0
1,15,29.154759474226502,0.2327621938856093,True,94.0
2,3,26.40075756488817,0.2671251835412276,True,26.0
2,5,4.0,0.8187307530779818,True,8.0
2,6,34.0147027033899,0.1825492763204768,True,92.0
2,7,14.422205101855956,0.4862121366794344,True,96.57779489814405
2,8,26.248809496813376,0.26916237018531053,True,122.0
2,10,15.297058540778355,0.4654023740463731,True,83.0
2,12,18.788294228055936,0.39085653229663303,True,98.0
2,13,17.4928556845359,0.4170109559667996,True,82.0
2,15,17.804493814764857,0.41056349257348784,True,94.0
3,4,19.79898987322333,0.3715954584742387,True,26.0
3,5,23.345235059857504,0.3112179672414324,True,26.0
3,7,12.041594578792296,0.5476714427096041,True,26.0
3,8,8.94427190999916,0.6394073191618971,True,26.0
3,11,16.1245154965971,0.4465402331752072,True,26.0
3,12,13.038404810405298,0.5210442851671513,True,98.0
3,13,12.041594578792296,0.5476714427096041,True,80.95840542120771
3,14,18.788294228055936,0.39085653229663303,True,26.0
3,15,8.602325267042627,0.6504334687517217,True,94.0
3,10,35.84689665786984,0.16656913460440817,True,83.0
4,6,16.492422502470642,0.4384010601510338,True,92.0
4,7,23.769728648009426,0.30468207215921067,True,106.23027135199058
4,8,11.661903789690601,0.5581680542324665,True,122.0
4,9,20.0,0.36787944117144233,True,55.0
4,13,29.068883707497267,0.23376377422706626,True,82.0
4,15,22.847319317591726,0.31906323535809145,True,94.0
4,12,30.886890422961002,0.21345173847837784,True,98.0
5,6,30.4138126514911,0.21856088954650849,True,92.0
5,7,11.313708498984761,0.5679707120121921,True,45.68629150101523
5,8,22.47220505424423,0.3251039659061073,True,83.52779494575577
5,10,15.033296378372908,0.47158080221513016,True,83.0
5,12,17.46424919657298,0.41760784368118276,True,98.0
5,13,15.811388300841896,0.4535864427910235,True,82.0
5,15,14.866068747318506,0.4755404000205907,True,94.0
5,9,35.84689665786984,0.16656913460440817,True,26.15310334213015
6,7,29.068883707497267,0.23376377422706626,True,92.0
6,8,22.80350850198276,0.31976292245345755,True,92.0
6,9,5.656854249492381,0.7536383164437648,True,92.0
6,10,28.0178514522438,0.24637695644628177,True,84.9821485477562
6,11,28.635642126552707,0.2388828280844825,True,92.0
6,15,30.23243291566195,0.22055203053558362,True,70.767567084338
7,8,13.0,0.522045776761016,True,65.0
7,10,24.698178070456937,0.29086125759692966,True,83.0
7,12,9.848857801796104,0.6111316417386323,True,98.0
7,13,7.615773105863909,0.6833222909093634,True,82.0
7,14,17.88854381999832,0.4088417197978041,True,102.11145618000168
7,15,3.605551275463989,0.8350384028320718,True,94.0
7,11,25.709920264364882,0.2765133953120797,True,65.29007973563512
8,11,13.416407864998739,0.5112889476777817,True,122.0
8,12,19.235384061671343,0.3822160695899275,True,98.0
8,13,17.46424919657298,0.41760784368118276,True,82.0
8,15,11.40175425099138,0.5654758371968316,True,94.0
8,10,31.827660925679098,0.20364376812100843,True,83.0
8,14,26.40075756488817,0.2671251835412276,True,122.0
9,10,32.14031735997639,0.20048499599088226,True,83.0
9,11,32.0624390837628,0.2012671891937252,True,55.0
9,15,35.805027579936315,0.16691820466186305,True,94.0
10,12,32.38826948140329,0.19801480584859352,True,90.61173051859669
10,13,30.59411708155671,0.21659936976800015,True,73.40588291844324
11,12,29.154759474226502,0.2327621938856093,True,98.0
11,13,28.0178514522438,0.24637695644628177,True,82.0
11,15,23.194827009486403,0.31356727442154836,True,94.0
12,13,2.23606797749979,0.8942200448866238,True,98.0
12,14,8.06225774829855,0.6682366595564831,True,98.0
12,15,8.48528137423857,0.6542510918525355,True,98.0
13,14,10.295630140987,0.5976311585493006,True,82.0
13,15,6.4031242374328485,0.7260356128328554,True,94.0
14,15,16.401219466856727,0.4404048007344235,True,94.0
