u,v,dist,weight,tw_feasible,tw_slack
0,1,17.204650534085253,0.42306369727239695,True,563.7953494659148
0,2,12.206555615733702,0.5431727982848745,True,482.7934443842663
0,3,21.540659228538015,0.34060461493192096,True,99.0
0,4,23.345235059857504,0.3112179672414324,True,351.6547649401425
0,5,7.0710678118654755,0.7021885013265596,True,483.9289321881345
0,6,8.48528137423857,0.6542510918525355,True,585.5147186257615
0,7,17.72004514666935,0.4123007346927912,True,200.27995485333065
0,8,11.0,0.5769498103804866,True,491.0
0,9,21.095023109728988,0.3482790838629497,True,428.90497689027103
0,10,12.165525060596439,0.544288276183032,True,546.8344749394035
1,2,24.186773244895647,0.2983945537745736,True,39.81322675510435
1,3,24.166091947189145,0.29870327269479235,True,99.0
1,4,10.816653826391969,0.582263204938148,True,83.0
1,5,21.400934559032695,0.34299248970776836,True,57.59906544096731
1,7,11.40175425099138,0.5654758371968316,True,83.0
1,8,26.92582403567252,0.2602035156172015,True,37.07417596432748
1,9,10.63014581273465,0.5877184392162014,True,73.0
2,3,13.152946437965905,0.5180687508410448,True,99.0
2,4,33.13608305156178,0.1907476072926879,True,79.8639169484382
2,6,16.0312195418814,0.4486281190403976,True,60.9687804581186
2,7,18.027756377319946,0.4060058060503639,True,83.0
2,10,23.769728648009426,0.30468207215921067,True,18.23027135199058
3,4,34.88552708502482,0.1747714158092252,True,99.0
3,5,28.460498941515414,0.24098394955268496,True,99.0
3,6,19.79898987322333,0.3715954584742387,True,99.0
3,7,13.341664064126334,0.5132033065758749,True,99.0
3,8,20.223748416156685,0.3637867550435563,True,99.0
3,9,34.132096331752024,0.18148090878130066,True,99.0
3,10,29.732137494637012,0.22613867205174343,True,99.0
4,5,24.596747752497688,0.292340111935869,True,83.0
4,6,17.11724276862369,0.4249166961065078,True,83.0
4,7,22.20360331117452,0.3294995912491933,True,83.0
4,8,34.23448553724738,0.1805541986300703,True,83.0
4,9,2.8284271247461903,0.8681234453945849,True,65.17157287525382
4,10,12.529964086141668,0.5344600979696975,True,83.0
5,6,13.92838827718412,0.4983665573106584,True,78.07161172281587
5,7,24.331050121192877,0.29624972759029655,True,83.0
5,9,21.93171219946131,0.3340095779321398,True,2.068287800538684
5,10,12.083045973594572,0.5465375309114575,True,44.91695402640542
6,7,11.045361017187261,0.575642741676695,True,83.0
6,8,18.027756377319946,0.4060058060503639,True,58.972243622680054
6,9,15.524174696260024,0.4601472487181219,True,73.0
6,10,10.0,0.6065306597126334,True,7.0
7,8,23.345235059857504,0.3112179672414324,True,83.0
7,9,21.93171219946131,0.3340095779321398,True,83.0
7,10,20.248456731316587,0.36333760465468595,True,83.0
8,9,32.0624390837628,0.2012671891937252,True,2.937560916237203
8,10,23.08679276123039,0.3152656576191523,True,18.913207238769616
9,10,9.848857801796104,0.6111316417386323,True,73.0
